GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG 
1970	00275865	Lone Pine Reservation	212	102	952613	0	0.368	0.000	36.596883	-118.056042 
1980	00227643	Lookout Rancheria	11	5	163356	0	0.063	0.000	41.213876	-121.093398
1995	00272219	Los Coyotes Reservation	98	35	101560626	0	39.213	0.000	33.297698	-116.556020
2015	00850417	Lovelock Indian Colony	88	40	83595	0	0.032	0.000	40.173900	-118.483211 
2030	01267015	Lower Brule Reservation	1504	439	874844233	119541054	337.779	46.155	44.092308	-99.755874 
2040	01528424	Lower Elwha Reservation	356	116	1753578	251917	0.677	0.097	48.141865	-123.555823 
2055	00647264	Lower Sioux Indian Community	419	141	6822380	119250	2.634	0.046	44.530848	-94.990519
2070	01511578	Lummi Reservation	4706	1989	53520348	41468917	20.664	16.011	48.767362	-122.637845
2075	00227877	Lytton Rancheria	0	0	21937	0	0.008	0.000	37.952576	-122.334403 
2085	01511577	Makah Indian Reservation	1414	564	121058218	604070	46.741	0.233	48.333855	-124.635404 
2100	01985200	Manchester-Point Arena Rancheria	212	77	1524368	0	0.589	0.000	38.935690	-123.682571
2115	00245463	Manzanita Reservation	78	35	18572907	0	7.171	0.000	32.754717	-116.346112 
2130	00023997	Maricopa (Ak Chin) Indian Reservation	1001	299	84900632	0	32.780	0.000	33.007869	-112.041901
2145	00212541	Mashantucket Pequot Reservation	291	110	5454691	0	2.106	0.000	41.466053	-71.974703
2150	02547776	Match-e-be-nash-she-wish Band of Pottawatomi Reservation	0	0	633449	0	0.245	0.000	42.634062	-85.657204
2175	01831784	Menominee Reservation	2893	958	915505608	19032827	353.479	7.349	44.991304	-88.669251
2190	02419013	Mesa Grande Reservation	98	24	7058525	0	2.725	0.000	33.093169	-116.742366
2205	00924240	Mescalero Reservation	3613	1112	1860886619	1470265	718.492	0.568	33.176135	-105.583242 
2240	00307483	Miccosukee Reservation	406	109	332060439	9164	128.209	0.004	26.063621	-80.822485
2255	00228627	Middletown Rancheria	56	19	489059	0	0.189	0.000	38.728676	-122.625847
2270	02419017	Mille Lacs Reservation	4764	3207	249245441	12239400	96.234	4.726	46.086226	-93.547504
2300	00685014	Mississippi Choctaw Reservation	7436	1964	121615242	254184	46.956	0.098	32.815396	-89.246330 
2315	00845336	Moapa River Indian Reservation	260	92	287401217	0	110.966	0.000	36.570030	-114.742348
2320	02419022	Mohegan Reservation	0	0	1742811	0	0.673	0.000	41.490099	-72.093943
2330	00263771	Montgomery Creek Rancheria	12	6	311113	0	0.120	0.000	40.834187	-121.915658 
2340	02419023	Mooretown Rancheria	141	48	132045	0	0.051	0.000	39.467074	-121.519726
2360	00255940	Morongo Reservation	913	397	138338884	326156	53.413	0.126	33.965731	-116.817459 
2375	01533394	Muckleshoot Reservation	3850	1405	15350736	246509	5.927	0.095	47.266638	-122.150222
2400	00918263	Nambe Pueblo	1611	730	83062107	113166	32.070	0.044	35.870444	-105.919730
2415	02030138	Narragansett Reservation	0	3	8325814	5485	3.215	0.002	41.416058	-71.674091
2430	00042851	Navajo Nation Reservation	150011	55473	57595574935	66752807	22237.777	25.773	36.206019	-109.910904
2445	00399588	Nez Perce Reservation	18437	8499	3091851934	27143074	1193.771	10.480	46.306187	-116.400289 
2460	01528422	Nisqually Reservation	575	190	20486874	806564	7.910	0.311	47.021063	-122.660843
2475	02419035	Nooksack Reservation	0	0	29191	0	0.011	0.000	48.824143	-122.214271 
2490	01637567	Northern Cheyenne Indian Reservation	4785	1422	1805606297	346837	697.149	0.134	45.550799	-106.676381 
2495	02419036	North Fork Rancheria	11	4	267979	0	0.103	0.000	37.227501	-119.513528 
2505	01455571	Northwestern Shoshone Reservation	0	0	787668	0	0.304	0.000	41.945806	-112.234863 
2510	01934344	Ohkay Owingeh	6309	2599	68387930	797335	26.405	0.308	36.053246	-106.071637
2535	00979303	Oil Springs Reservation	1	11	2487843	28100	0.961	0.011	42.231299	-78.302818 
2550	00834985	Omaha Reservation	4773	1729	795199220	7680067	307.028	2.965	42.096891	-96.530650
2555	02419043	Oneida Nation Reservation	25	11	212697	0	0.082	0.000	43.040721	-75.619017 
2560	01577191	Oneida (WI) Reservation	22775	8585	264600622	306022	102.163	0.118	44.489587	-88.199731
2570	00979312	Onondaga Nation Reservation	468	325	23950344	119791	9.247	0.046	42.926508	-76.153224
2580	01934329	Ontonagon Reservation	0	12	9679643	0	3.737	0.000	46.973953	-89.103237 
2595	01100113	Osage Reservation	47472	21143	5818040494	149225472	2246.358	57.616	36.624680	-96.408385 
2625	01436088	Paiute (UT) Reservation	273	100	131567994	47655	50.799	0.018	37.170176	-113.783270
2635	00272502	Pala Reservation	1315	425	52706238	0	20.350	0.000	33.359309	-117.046814 
2680	02419049	Pascua Pueblo Yaqui Reservation	3484	833	5701723	0	2.201	0.000	32.114099	-111.081912 
2685	02419050	Paskenta Rancheria	0	0	8662059	9054	3.344	0.003	39.868128	-122.229080
2715	00272896	Pauma and Yuima Reservation	206	63	24251896	0	9.364	0.000	33.363216	-116.954949
2745	00272911	Pechanga Reservation	346	212	18159531	6136	7.011	0.002	33.444624	-117.054477 
2760	01913813	Penobscot Reservation	610	266	19569109	38121898	7.556	14.719	45.044455	-68.665010
2775	01670201	Picayune Rancheria	57	20	280566	0	0.108	0.000	37.212017	-119.695551
2785	01934341	Picuris Pueblo	1886	975	70852467	7087	27.356	0.003	36.200284	-105.709467
2810	01263144	Pine Ridge Reservation	18834	5387	11248872512	27418612	4343.214	10.586	43.347662	-102.090719 
2820	00230747	Pinoleville Rancheria	129	45	421979	0	0.163	0.000	39.180186	-123.217798
2850	00573503	Pleasant Point Reservation	749	287	1467670	1050200	0.567	0.405	44.954729	-67.044628 
2865	02419057	Poarch Creek Reservation	169	81	1070865	7846	0.413	0.003	31.105934	-87.564654 
2890	02419058	Pokagon Reservation	4	2	2749363	12445	1.062	0.005	41.777104	-86.714584
2910	01507567	Port Gamble Reservation	682	194	4855056	0	1.875	0.000	47.852944	-122.560639
2925	01507571	Port Madison Reservation	7640	3579	30177034	0	11.651	0.000	47.736788	-122.554054
2980	01934332	Prairie Band of Potawatomi Nation Reservation	1469	575	314701437	174487	121.507	0.067	39.347301	-95.839787
2985	00654519	Prairie Island Indian Community	171	67	2274429	172313	0.878	0.067	44.632253	-92.654448
2990	00937193	Pueblo of Pojoaque	3283	1535	54748545	0	21.139	0.000	35.893489	-106.026271
3000	01514929	Puyallup Reservation	46813	18348	73844286	2014508	28.511	0.778	47.244820	-122.369614
3010	00857503	Pyramid Lake Paiute Reservation	1660	697	1438613789	450821473	555.452	174.063	40.033103	-119.492135
3020	00265103	Quartz Valley Reservation	117	55	2451492	0	0.947	0.000	41.611483	-122.972359 
3030	01511646	Quileute Reservation	460	159	4153229	9612	1.604	0.004	47.906330	-124.621522
3040	01531838	Quinault Reservation	1408	499	809766967	29595276	312.653	11.427	47.417483	-124.140295 
3070	00273181	Ramona Village	13	3	2195130	14944	0.848	0.006	33.606435	-116.703024
3085	01577204	Red Cliff Reservation	1123	472	56847412	351031	21.949	0.136	46.895705	-90.771596 
3095	01682404	Redding Rancheria	34	13	106382	151	0.041	0.000	40.506378	-122.383364 
3100	01934331	Red Lake Reservation	5896	1828	2282540218	976530868	881.294	377.041	48.143131	-95.157745
3115	00231455	Redwood Valley Rancheria	238	87	1095257	0	0.423	0.000	39.290187	-123.179714
3130	00853944	Reno-Sparks Indian Colony	919	306	8698678	0	3.359	0.000	39.691805	-119.745477
3145	01657342	Resighini Rancheria	31	10	883218	0	0.341	0.000	41.514324	-124.016664 
3165	00273286	Rincon Reservation	1215	357	15956282	0	6.161	0.000	33.263911	-116.959051 
3185	00265444	Roaring Creek Rancheria	14	5	331930	234	0.128	0.000	40.893312	-121.953475
3195	00234577	Robinson Rancheria	191	51	725297	6661	0.280	0.003	39.140808	-122.881298
3205	00767936	Rocky Boy's Reservation	1870	494	227971464	306433	88.020	0.118	48.210397	-109.769007
3220	00231831	Rohnerville Rancheria	38	12	176276	0	0.068	0.000	40.579910	-124.123760 
3235	01266248	Rosebud Indian Reservation	9612	3142	3596342315	5854569	1388.556	2.260	43.208172	-100.717204
3250	00267196	Round Valley Reservation	74	27	30320905	11492	11.707	0.004	39.864220	-123.188371
3265	00232012	Rumsey Indian Rancheria	77	27	1975611	0	0.763	0.000	38.740492	-122.136455
3280	00463420	Sac and Fox/Meskwaki Settlement	1062	335	25553467	0	9.866	0.000	41.980802	-92.650167
3285	00479832	Sac and Fox Nation Reservation	155	75	59692874	0	23.048	0.000	40.009482	-95.513078 
3305	01843172	St. Croix Reservation	625	212	8116371	147464	3.134	0.057	45.528813	-92.281557 
3320	00979449	St. Regis Mohawk Reservation	3228	1222	49055456	5306037	18.940	2.049	44.978762	-74.643017
3340	00037072	Salt River Reservation	6289	2607	213670490	7486443	82.499	2.891	33.522201	-111.798109 
3355	00024000	San Carlos Reservation	10068	2627	7518015398	62683520	2902.722	24.202	33.336845	-110.134865
3370	01934343	Sandia Pueblo	4965	1827	99315026	1419431	38.346	0.548	35.242814	-106.524466 
3400	00910614	San Felipe Pueblo	3563	833	205910692	1314434	79.503	0.508	35.424856	-106.431824 
3415	00918342	San Ildefonso Pueblo	1752	741	113279925	540970	43.738	0.209	35.885151	-106.145666 
3445	00248904	San Manuel Reservation	112	44	2706561	0	1.045	0.000	34.156415	-117.217506
3460	00255933	San Pasqual Reservation	1097	372	5793800	0	2.237	0.000	33.211190	-116.962731 
3480	01934345	Santa Ana Pueblo	621	261	260382722	1328554	100.534	0.513	35.430560	-106.587407 
3495	00937196	Santa Clara Pueblo	11021	4906	199052189	650661	76.854	0.251	35.974588	-106.189371 
3520	00247949	Santa Rosa Rancheria	652	233	1620471	0	0.626	0.000	36.236111	-119.755133 
3525	01934330	Santa Rosa Reservation	71	32	44189655	0	17.062	0.000	33.556460	-116.529196
3540	00249132	Santa Ynez Reservation	271	105	629385	0	0.243	0.000	34.602733	-120.091417
3550	00255932	Santa Ysabel Reservation	330	140	60672787	0	23.426	0.000	33.183700	-116.658603
3565	01884912	Santee Reservation	901	360	447826212	30051354	172.907	11.603	42.710703	-97.821836
3585	00937201	Santo Domingo Pueblo	3255	666	274678529	728077	106.054	0.281	35.534142	-106.377155 
3625	02419131	Sauk-Suiattle Reservation	71	22	188279	0	0.073	0.000	48.320199	-121.548556 
3635	02419132	Sault Sainte Marie Reservation	338	121	2285875	45259	0.883	0.017	46.472999	-84.207742 
3680	00649741	Shakopee Mdewakanton Sioux Community	314	119	1052687	0	0.406	0.000	44.753901	-93.452687 
3735	00232986	Sherwood Valley Rancheria	154	50	1422993	0	0.549	0.000	39.537050	-123.488332 
3750	00233021	Shingle Springs Rancheria	102	35	699769	0	0.270	0.000	38.696686	-120.905640
3780	01508317	Shoalwater Bay Indian Reservation	76	33	2693570	644402	1.040	0.249	46.721463	-124.029196 
3795	01155124	Siletz Reservation	321	116	16572479	1260	6.399	0.000	44.756572	-123.743308 
3825	01525866	Skokomish Reservation	730	292	21255702	570419	8.207	0.220	47.333763	-123.157801
3840	01445643	Skull Valley Reservation	23	17	72932853	0	28.160	0.000	40.387420	-112.735813
3855	00274833	Smith River Rancheria	101	40	657825	0	0.254	0.000	41.955404	-124.206444
3860	02419473	Snoqualmie Reservation	0	0	229227	0	0.089	0.000	47.519190	-121.841581
3870	00249635	Soboba Reservation	482	183	23621538	476649	9.120	0.184	33.774142	-116.880664 
3885	01577206	Sokaogon Chippewa Community	412	165	7638046	888165	2.949	0.343	45.492131	-88.989178 
3925	00169585	Southern Ute Reservation	12153	5685	2742074120	12137427	1058.721	4.686	37.106404	-107.650138
3930	00861680	South Fork Reservation	94	43	39443125	10727	15.229	0.004	40.585387	-115.609984
3935	01934326	Spirit Lake Reservation	4238	1418	1009145829	25326523	389.633	9.779	47.905531	-98.868294
3940	01511576	Spokane Reservation	2094	777	615341303	31968397	237.585	12.343	47.929100	-118.048128
3955	01508671	Squaxin Island Reservation	268	95	6483657	0	2.503	0.000	47.189940	-122.910978
3970	01934335	Standing Rock Reservation	8217	2858	9242214082	243966187	3568.439	94.196	45.827427	-101.143395 
3980	02419480	Stewart Community	147	55	11447758	6001	4.420	0.002	39.061769	-119.810093 
3985	00235473	Stewarts Point Rancheria	78	20	174216	0	0.067	0.000	38.656578	-123.338968
4000	02419481	Stillaguamish Reservation	0	0	80329	0	0.031	0.000	48.214397	-122.185722
4015	01577203	Stockbridge Munsee Community	644	273	61733864	95807	23.836	0.037	44.906764	-88.870613
4030	00267889	Sulphur Bank Rancheria	61	13	193612	23477	0.075	0.009	39.008578	-122.670854
4045	00858261	Summit Lake Reservation	1	8	48222496	1837377	18.619	0.709	41.525736	-119.047384 
4060	00235836	Susanville Indian Rancheria	312	111	4064368	0	1.569	0.000	40.444226	-120.644472
4075	01528418	Swinomish Reservation	3010	1556	30838018	23602952	11.907	9.113	48.415394	-122.536396
4090	00273630	Sycuan Reservation	211	76	3313298	0	1.279	0.000	32.782043	-116.832665
4095	01665550	Table Bluff Reservation	103	34	305521	0	0.118	0.000	40.690650	-124.252180
4110	02419484	Table Mountain Rancheria	64	22	551202	0	0.213	0.000	36.984891	-119.635956
4130	02419488	Tampa Reservation	0	0	179695	1837	0.069	0.001	27.994128	-82.370365
4140	01934342	Taos Pueblo	4329	2484	401225767	154308	154.914	0.060	36.472691	-105.525026 
4170	00937203	Tesuque Pueblo	841	344	68548038	0	26.467	0.000	35.802926	-105.976181
4180	02419492	Timbi-Sha Shoshone Reservation	0	0	31762611	0	12.264	0.000	37.445637	-117.524741
4200	00023763	Tohono O'odham Nation Reservation	9813	3589	11534277099	883041	4453.409	0.341	32.150036	-112.070402 
4225	00979554	Tonawanda Reservation	517	217	30561278	180035	11.800	0.070	43.074127	-78.452884
4235	00032748	Tonto Apache Reservation	120	42	344696	0	0.133	0.000	34.221123	-111.328400 
4255	00255924	Torres-Martinez Reservation	5594	1313	88619087	38962137	34.216	15.043	33.346255	-116.020180
4275	00268407	Trinidad Rancheria	61	19	230908	0	0.089	0.000	41.054223	-124.130492
4290	01511575	Tulalip Reservation	10631	4368	89887049	45245930	34.706	17.470	48.076662	-122.261468 
4300	00275158	Tule River Reservation	1049	287	218117104	0	84.215	0.000	36.031012	-118.715010
4315	02419503	Tunica-Biloxi Reservation	108	50	1689057	0	0.652	0.000	31.113221	-92.053601 
4330	00236635	Tuolumne Rancheria	185	66	1539780	0	0.595	0.000	37.980781	-120.237944
4345	01934334	Turtle Mountain Reservation	6000	2089	174842281	11203087	67.507	4.326	48.862241	-99.794365 
4360	00979564	Tuscarora Nation Reservation	1152	473	23524712	0	9.083	0.000	43.162883	-78.950865 
4375	00250737	Twenty-Nine Palms Reservation	12	5	1555103	0	0.600	0.000	33.710485	-116.187762 
4390	01448012	Uintah and Ouray Reservation	24369	11695	17541659112	132005279	6772.873	50.968	40.412713	-110.746850 
4405	01159100	Umatilla Reservation	3031	1179	701112510	0	270.701	0.000	45.627097	-118.544274 
4430	01654496	Upper Lake Rancheria	87	48	1918812	8580	0.741	0.003	39.185265	-122.919206
4445	00653567	Upper Sioux Community	147	51	5172326	115488	1.997	0.045	44.762128	-95.508061
4455	02419510	Upper Skagit Reservation	220	86	456348	0	0.176	0.000	48.540730	-122.187278 
4470	00169579	Ute Mountain Reservation	1742	629	2302761197	597785	889.101	0.231	37.097125	-108.650152
4500	00251037	Viejas Reservation	520	192	6495679	0	2.508	0.000	32.850146	-116.692556 
4515	00857504	Walker River Reservation	746	363	1368415150	7784350	528.348	3.006	38.978794	-118.718154
4545	01133438	Warm Springs Reservation	4010	1062	2616835878	10698796	1010.366	4.131	44.868682	-121.443231 
4580	00849846	Wells Colony	70	28	328254	0	0.127	0.000	41.117016	-114.979017
4595	01934333	White Earth Reservation	9533	5360	2832504874	179684941	1093.636	69.377	47.211960	-95.727525 
4610	01597068	Wind River Reservation	26481	10527	8979311264	149680618	3466.932	57.792	43.272382	-108.844496
4625	00834982	Winnebago Reservation	2694	901	457887096	2944331	176.791	1.137	42.225627	-96.596102 
4635	00849652	Winnemucca Indian Colony	53	26	1441446	0	0.557	0.000	40.953163	-117.721199 
4665	01985241	Woodfords Community	214	65	1578776	0	0.610	0.000	38.800485	-119.794154 
4680	00252581	XL Ranch Rancheria	60	26	39457210	41941	15.235	0.016	41.551120	-120.452841
4690	01502906	Yakama Nation Reservation	31219	8910	5577393829	4239577	2153.444	1.637	46.268774	-120.749507
4700	01891160	Yankton Reservation	6465	2576	1723552879	49380249	665.468	19.066	43.103237	-98.374376
4708	00027214	Yavapai-Apache Nation Reservation	718	213	2614872	0	1.010	0.000	34.619457	-111.895724
4710	00036443	Yavapai-Prescott Reservation	192	74	5705750	0	2.203	0.000	34.550689	-112.435038
4725	00848133	Yerington Colony	151	63	81339	0	0.031	0.000	38.980848	-119.170908
4740	00862119	Yomba Reservation	95	36	18911928	11308	7.302	0.004	38.904158	-117.491063 
4755	02419529	Ysleta del Sur Pueblo	350	114	299402	0	0.116	0.000	31.926018	-106.037909 
4760	02419530	Yurok Reservation	1238	663	219458477	8670505	84.733	3.348	41.379159	-123.902329 
4770	01934347	Zia Pueblo	737	201	486370939	115707	187.789	0.045	35.561562	-106.744243
4785	01934346	Zuni Reservation	7891	2186	1705041949	3296124	658.320	1.273	35.039944	-108.748733
4910	02418987	Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area	0	0	1060454	0	0.409	0.000	39.701014	-95.720903 
4930	02419124	San Felipe Pueblo/Santa Ana Pueblo joint-use area	0	0	2842606	0	1.098	0.000	35.362751	-106.494877
4940	02419125	San Felipe Pueblo/Santo Domingo Pueblo joint-use area	0	0	3207221	0	1.238	0.000	35.473865	-106.371592
5540	01925075	Caddo-Wichita-Delaware OTSA	14782	6935	2660184070	28210711	1027.103	10.892	35.315557	-98.346317 
5550	02418810	Cherokee OTSA	505021	228039	17336681653	697945817	6693.730	269.478	36.223640	-95.184778
5560	02418814	Cheyenne-Arapaho OTSA	174108	74104	21022654973	153763583	8116.893	59.368	35.688271	-98.953825 
5580	02418818	Chickasaw OTSA	302861	138797	18829939115	487554877	7270.280	188.246	34.468334	-97.232572 
5590	02418833	Choctaw OTSA	233126	108288	27459916221	735533400	10602.333	283.991	34.507464	-95.445423 
5600	01925074	Citizen Potawatomi Nation-Absentee Shawnee OTSA	117911	46572	2892148862	44463141	1116.665	17.167	35.199388	-97.085291 
5620	01925077	Creek OTSA	758622	336721	11988308954	407496163	4628.712	157.335	35.665970	-96.011918 
5640	02418563	Eastern Shawnee OTSA	752	308	52696544	992843	20.346	0.383	36.849605	-94.689084 
5670	01925066	Iowa OTSA	6608	2932	923759227	8016315	356.665	3.095	35.818465	-97.078647
5690	01925070	Kaw OTSA	6130	2871	1233507117	53326081	476.260	20.589	36.890297	-97.022471 
5700	02418651	Kickapoo OTSA	19921	7899	646338683	6495206	249.553	2.508	35.538830	-97.024681 
5720	02418654	Kiowa-Comanche-Apache-Fort Sill Apache OTSA	197781	85884	16454250924	196642972	6353.022	75.924	34.657077	-98.896533 
5730	02418711	Miami OTSA	268	109	71767210	921898	27.709	0.356	36.969969	-94.961824 
5740	02418715	Modoc OTSA	292	103	16173615	0	6.245	0.000	36.861855	-94.640844
5760	01925068	Otoe-Missouria OTSA	814	330	498113444	24763923	192.323	9.561	36.422359	-97.086811 
5770	02419159	Ottawa OTSA	5919	2501	60616053	1494721	23.404	0.577	36.848953	-94.796285 
5780	01925076	Pawnee OTSA	16437	7668	1332959877	56853763	514.659	21.951	36.308628	-96.666126 
5795	02419165	Peoria OTSA	5019	2153	101791247	364782	39.302	0.141	36.900937	-94.744423 
5800	02419180	Ponca OTSA	2100	862	423806773	8587537	163.633	3.316	36.588226	-97.097763
5810	02419193	Quapaw OTSA	5357	2297	223729585	1225799	86.382	0.473	36.963317	-94.766266
5820	01925067	Sac and Fox OTSA	57450	26119	1914401478	28534694	739.155	11.017	35.716808	-96.779438 
5830	01925073	Seminole OTSA	23441	10707	1470207728	18963001	567.650	7.322	35.163105	-96.625947
5835	02419214	Seneca-Cayuga OTSA	4294	2809	187383153	28268247	72.349	10.914	36.688582	-94.691620
5860	01925069	Tonkawa OTSA	4056	1718	369101603	2726150	142.511	1.053	36.678641	-97.352219 
5890	02419290	Wyandotte OTSA	1672	780	84411862	3943304	32.592	1.523	36.796033	-94.706970 
5915	01925072	Creek/Seminole joint-use OTSA	2041	935	168833399	815816	65.187	0.315	35.282833	-96.464601
5950	02418647	Kaw/Ponca joint-use OTSA	27111	12704	281604884	4415036	108.728	1.705	36.745803	-97.135071 
5955	02418655	Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA	11621	5033	499257821	1557225	192.765	0.601	35.057593	-98.317610
5970	02418712	Miami/Peoria joint-use OTSA	4401	2003	32219959	439979	12.440	0.170	36.901454	-94.920374
6015	02418754	Akhiok ANVSA	71	27	20122466	6326008	7.769	2.442	56.949573	-154.214275
6020	02418755	Akiachak ANVSA	627	223	37605399	4125835	14.520	1.593	60.902886	-161.421759
6025	02418757	Akiak ANVSA	346	98	2615875	63649	1.010	0.025	60.903841	-161.228698 
6030	02418758	Akutan ANVSA	1003	44	3673689	251974	1.418	0.097	54.138196	-165.790810
6035	02418759	Alakanuk ANVSA	677	186	76485020	26008998	29.531	10.042	62.711160	-164.644712 
6040	02418760	Alatna ANVSA	32	18	46610164	937813	17.996	0.362	66.563980	-152.767612 
6045	02418763	Aleknagik ANVSA	219	119	31890424	17610430	12.313	6.799	59.288961	-158.664343
6065	02418765	Algaaciq ANVSA	424	161	5568933	667725	2.150	0.258	62.064258	-163.168199
6070	02418766	Allakaket ANVSA	171	78	22023903	1579530	8.503	0.610	66.538603	-152.621292
6075	02418768	Ambler ANVSA	258	99	23260402	4003445	8.981	1.546	67.100657	-157.847803 
6080	02418769	Anaktuvuk Pass ANVSA	324	118	12521157	139516	4.834	0.054	68.151791	-151.700070 
6095	02418771	Andreafsky ANVSA	83	48	66294854	5737121	25.597	2.215	62.065286	-163.249479
6100	02418772	Angoon ANVSA	459	256	63223961	37190075	24.411	14.359	57.440717	-134.477712 
6105	02418773	Aniak ANVSA	501	219	30501014	6166531	11.777	2.381	61.566140	-159.505568 
6125	02418774	Anvik ANVSA	85	46	25071453	5889251	9.680	2.274	62.631016	-160.213686 
6140	02418776	Arctic Village ANVSA	152	85	30974104	9702470	11.959	3.746	68.095845	-145.612834 
6150	02418779	Atka ANVSA	61	43	22213781	858574	8.577	0.331	52.213091	-174.215643 
6160	02418780	Atmautluak ANVSA	277	70	1406141	1205795	0.543	0.466	60.860891	-162.271154
6165	02418782	Atqasuk ANVSA	233	68	100254298	9365008	38.708	3.616	70.480786	-157.325459 
6175	02418784	Barrow ANVSA	4212	1554	48787510	6889651	18.837	2.660	71.254084	-156.798949
6190	02418786	Beaver ANVSA	84	56	52461849	1940419	20.256	0.749	66.390584	-147.337916
6195	02418788	Belkofski ANVSA	0	1	6911439	2007141	2.669	0.775	55.091220	-162.041890
6205	02418790	Bethel ANVSA	6080	2364	111843958	14303325	43.183	5.523	60.792913	-161.793405
6225	02418793	Bill Moore's ANVSA	0	2	6325331	0	2.442	0.000	62.943662	-163.781132 
6235	02418794	Birch Creek ANVSA	33	18	22654459	656079	8.747	0.253	66.266525	-145.873878
6240	02418796	Brevig Mission ANVSA	388	103	6627719	183760	2.559	0.071	65.343920	-166.508493
6250	02418797	Buckland ANVSA	416	101	3640031	417369	1.405	0.161	65.976106	-161.138699
6255	02418800	Cantwell ANVSA	219	199	257577607	150364	99.451	0.058	63.416332	-148.727978
6257	02575178	Canyon Village ANVSA	0	3	79690832	8157677	30.769	3.150	67.180570	-142.049514
6265	02418804	Chalkyitsik ANVSA	69	67	21965885	733017	8.481	0.283	66.646693	-143.798881
6275	02418807	Chefornak ANVSA	418	99	14814885	1749232	5.720	0.675	60.151220	-164.251364
6280	02418808	Chenega ANVSA	76	51	75848938	716582	29.285	0.277	60.091904	-147.994692
6285	02418813	Chevak ANVSA	938	219	2562638	54922	0.989	0.021	61.530883	-165.597175 
6290	02418816	Chickaloon ANVSA	23087	9171	15428078530	156654922	5956.815	60.485	62.183533	-148.160918
6295	02418820	Chignik ANVSA	91	105	29494078	11617239	11.388	4.485	56.294355	-158.395643 
6300	02418821	Chignik Lagoon ANVSA	78	66	35672336	0	13.773	0.000	56.304623	-158.498510
6305	02418823	Chignik Lake ANVSA	73	53	40124981	9963549	15.492	3.847	56.271969	-158.789108
6310	02418825	Chilkat ANVSA	99	73	3948241	1362000	1.524	0.526	59.399943	-135.893602
6315	02418826	Chilkoot ANVSA	441	229	1214986	0	0.469	0.000	59.224794	-135.444938 
6325	02418829	Chistochina ANVSA	78	59	69395633	0	26.794	0.000	62.608185	-144.599364 
6330	02418831	Chitina ANVSA	96	78	309369885	826078	119.448	0.319	61.527194	-144.509901 
6335	02418834	Chuathbaluk ANVSA	118	41	8976838	4460270	3.466	1.722	61.575539	-159.247070 
6340	02418835	Chulloonawick ANVSA	0	10	92521473	26594750	35.723	10.268	62.930286	-164.085202 
6350	02418836	Circle ANVSA	104	52	274630401	1398598	106.035	0.540	65.838956	-144.179638
6360	02418839	Clarks Point ANVSA	62	50	7957237	2541165	3.072	0.981	58.833369	-158.528810 
6365	02418846	Copper Center ANVSA	442	265	39904543	0	15.407	0.000	61.990991	-145.354439 
6380	02418849	Council ANVSA	0	37	55014136	2345324	21.241	0.906	64.889389	-163.589615
6385	02418851	Craig ANVSA	1478	688	37571006	6010655	14.506	2.321	55.492520	-133.113360
6390	02418852	Crooked Creek ANVSA	105	47	258517645	19617643	99.814	7.574	61.824119	-158.063707
6400	02418551	Deering ANVSA	122	61	13072221	189701	5.047	0.073	66.069313	-162.768610 
6405	02418554	Dillingham ANVSA	2378	1072	183628200	7194806	70.899	2.778	59.133181	-158.568925 
6415	02418555	Dot Lake ANVSA	62	28	11052998	0	4.268	0.000	63.662262	-144.016014
6420	02418558	Douglas ANVSA	5474	2607	198244574	102630	76.543	0.040	58.267275	-134.537882 
6430	02418560	Eagle ANVSA	69	54	44055214	0	17.010	0.000	64.743410	-141.113862 
6440	02418566	Eek ANVSA	296	101	2360326	317433	0.911	0.123	60.214050	-162.030483 
6445	02418567	Egegik ANVSA	109	256	85542048	99116211	33.028	38.269	58.232606	-157.423222 
6450	02418569	Eklutna ANVSA	54	29	11786598	10405434	4.551	4.018	61.466852	-149.339817
6455	02418570	Ekuk ANVSA	2	53	10973221	0	4.237	0.000	58.805374	-158.530838 
6460	02418571	Ekwok ANVSA	115	51	42147708	3220884	16.273	1.244	59.345664	-157.488006
6470	02575181	Elim ANVSA	330	125	795718172	22721129	307.229	8.773	64.676991	-162.324527
6480	02418573	Emmonak ANVSA	762	213	19874048	3841427	7.673	1.483	62.785415	-164.552449 
6490	02418575	Evansville ANVSA	26	48	15594725	0	6.021	0.000	66.903149	-151.513776
6495	02418578	Eyak ANVSA	128	69	36734571	1798509	14.183	0.694	60.542171	-145.610419 
6500	02418579	False Pass ANVSA	35	38	33061429	0	12.765	0.000	54.890097	-163.410644
6515	02418585	Fort Yukon ANVSA	583	325	18770875	571551	7.247	0.221	66.587608	-145.229192 
6520	02418592	Gakona ANVSA	122	74	95033138	0	36.693	0.000	62.403325	-145.043690 
6525	02418594	Galena ANVSA	470	264	44478370	16489110	17.173	6.366	64.739952	-156.873969 
6530	02418595	Gambell ANVSA	681	200	28230083	4871754	10.900	1.881	63.762692	-171.687865 
6535	02418598	Georgetown ANVSA	2	5	113448638	2902387	43.803	1.121	61.936658	-157.615034 
6540	02418601	Golovin ANVSA	156	64	9644260	0	3.724	0.000	64.563667	-163.001003 
